sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"C10orf35","Previous symbol","FAM241B","family with sequence similarity 241 member B","HGNC:23519","10q22.1"
"PROKR1","Approved symbol","PROKR1","prokineticin receptor 1","HGNC:4524","2p13.3"
"UCN3","Approved symbol","UCN3","urocortin 3","HGNC:17781","10p15.1"
"GCNT4","Approved symbol","GCNT4","glucosaminyl (N-acetyl) transferase 4","HGNC:17973","5q13.3"
"STEAP1","Approved symbol","STEAP1","STEAP family member 1","HGNC:11378","7q21.13"
"ZNF418","Approved symbol","ZNF418","zinc finger protein 418","HGNC:20647","19q13.43"
"MS4A4A","Approved symbol","MS4A4A","membrane spanning 4-domains A4A","HGNC:13371","11q12.2"
"PCDHA1","Approved symbol","PCDHA1","protocadherin alpha 1","HGNC:8663","5q31.3"
"FAM81B","Approved symbol","FAM81B","family with sequence similarity 81 member B","HGNC:26335","5q15"
"HIST1H4D","Previous symbol","H4C4","H4 clustered histone 4","HGNC:4782","6p22.2"
"DEFA1","Approved symbol","DEFA1","defensin alpha 1","HGNC:2761","8p23.1"
"FAM159A","Previous symbol","SHISAL2A","shisa like 2A","HGNC:28757","1p32.3"
"SIGLEC5","Approved symbol","SIGLEC5","sialic acid binding Ig like lectin 5","HGNC:10874","19q13.41"
"CCDC91","Approved symbol","CCDC91","coiled-coil domain containing 91","HGNC:24855","12p11.22"
"DEFA3","Approved symbol","DEFA3","defensin alpha 3","HGNC:2762","8p23.1"
"RNASE2","Approved symbol","RNASE2","ribonuclease A family member 2","HGNC:10045","14q11.2"
"C14orf183","Previous symbol","LINC01599","long intergenic non-protein coding RNA 1599","HGNC:27285","14q21.3"
"ANKRD30A","Approved symbol","ANKRD30A","ankyrin repeat domain 30A","HGNC:17234","10p11.21"
"SAMD9L","Approved symbol","SAMD9L","sterile alpha motif domain containing 9 like","HGNC:1349","7q21.2"
"ZNF333","Approved symbol","ZNF333","zinc finger protein 333","HGNC:15624","19p13.12"
"FXYD4","Approved symbol","FXYD4","FXYD domain containing ion transport regulator 4","HGNC:4028","10q11.21"
"SMIM7","Approved symbol","SMIM7","small integral membrane protein 7","HGNC:28419","19p13.11"
"LETM2","Approved symbol","LETM2","leucine zipper and EF-hand containing transmembrane protein 2","HGNC:14648","8p11.23"
"UQCR10","Approved symbol","UQCR10","ubiquinol-cytochrome c reductase, complex III subunit X","HGNC:30863","22q12.2"
"OR13J1","Approved symbol","OR13J1","olfactory receptor family 13 subfamily J member 1","HGNC:15108","9p13.3"
"PTCRA","Approved symbol","PTCRA","pre T cell antigen receptor alpha","HGNC:21290","6p21.1"
"FANCA","Approved symbol","FANCA","FA complementation group A","HGNC:3582","16q24.3"
"DNAJC12","Approved symbol","DNAJC12","DnaJ heat shock protein family (Hsp40) member C12","HGNC:28908","10q21.3"
"ZNF720","Previous symbol","KRBOX5","KRAB box domain containing 5","HGNC:26987","16p11.2"
"EVI2A","Approved symbol","EVI2A","ecotropic viral integration site 2A","HGNC:3499","17q11.2"
"SLC12A3","Approved symbol","SLC12A3","solute carrier family 12 member 3","HGNC:10912","16q13"
"C8orf48","Approved symbol","C8orf48","chromosome 8 open reading frame 48","HGNC:26345","8p22"
"PROK1","Approved symbol","PROK1","prokineticin 1","HGNC:18454","1p13.3"
"CD244","Approved symbol","CD244","CD244 molecule","HGNC:18171","1q23.3"
"C6orf57","Previous symbol","SDHAF4","succinate dehydrogenase complex assembly factor 4","HGNC:20957","6q13"
"XCL2","Approved symbol","XCL2","X-C motif chemokine ligand 2","HGNC:10646","1q24.2"
"C22orf42","Approved symbol","C22orf42","chromosome 22 open reading frame 42","HGNC:27160","22q12.3"
"IAPP","Approved symbol","IAPP","islet amyloid polypeptide","HGNC:5329","12p12.1"
"IL22","Approved symbol","IL22","interleukin 22","HGNC:14900","12q15"
"ANKRD7","Approved symbol","ANKRD7","ankyrin repeat domain 7","HGNC:18588","7q31.31"
"OR9A2","Approved symbol","OR9A2","olfactory receptor family 9 subfamily A member 2","HGNC:15093","7q34"
"CHST10","Approved symbol","CHST10","carbohydrate sulfotransferase 10","HGNC:19650","2q11.2"
"C9orf64","Previous symbol","QNG1","Q-nucleotide N-glycosylase 1","HGNC:28144","9q21.32"
"AC107021.1","Unmatched","","","",""
"C2orf88","Approved symbol","C2orf88","chromosome 2 open reading frame 88","HGNC:28191","2q32.2"
"C10orf85","Previous symbol","LINC01561","long intergenic non-protein coding RNA 1561","HGNC:31365","10q26.12"
"THSD7B","Approved symbol","THSD7B","thrombospondin type 1 domain containing 7B","HGNC:29348","2q22.1"
"C1QTNF3","Approved symbol","C1QTNF3","C1q and TNF related 3","HGNC:14326","5p13.2"
"CRNN","Approved symbol","CRNN","cornulin","HGNC:1230","1q21.3"
"OR51Q1","Approved symbol","OR51Q1","olfactory receptor family 51 subfamily Q member 1","HGNC:14851","11p15.4"
"OR51I2","Approved symbol","OR51I2","olfactory receptor family 51 subfamily I member 2","HGNC:15201","11p15.4"
"C3orf18","Approved symbol","C3orf18","chromosome 3 open reading frame 18","HGNC:24837","3p21.31"
"UPK1A","Approved symbol","UPK1A","uroplakin 1A","HGNC:12577","19q13.12"
"C6orf164","Previous symbol","LINC01590","long intergenic non-protein coding RNA 1590","HGNC:21404","6q15-q16.1"
"KCNE1","Approved symbol","KCNE1","potassium voltage-gated channel subfamily E regulatory subunit 1","HGNC:6240","21q22.12"
"TTC5","Approved symbol","TTC5","tetratricopeptide repeat domain 5","HGNC:19274","14q11.2"
"GPR111","Previous symbol","ADGRF2P","adhesion G protein-coupled receptor F2, pseudogene","HGNC:18991","6p12.3"
"ZNF586","Approved symbol","ZNF586","zinc finger protein 586","HGNC:25949","19q13.43"
"C1orf111","Previous symbol","SPATA46","spermatogenesis associated 46","HGNC:27648","1q23.3"
"C3AR1","Approved symbol","C3AR1","complement C3a receptor 1","HGNC:1319","12p13.31"
"BPI","Approved symbol","BPI","bactericidal permeability increasing protein","HGNC:1095","20q11.23"
"TMEM26","Approved symbol","TMEM26","transmembrane protein 26","HGNC:28550","10q21.2"
"LPA","Approved symbol","LPA","lipoprotein(a)","HGNC:6667","6q25.3-q26"
"ADAM7","Approved symbol","ADAM7","ADAM metallopeptidase domain 7","HGNC:214","8p21.2"
"DIRC1","Approved symbol","DIRC1","disrupted in renal carcinoma 1","HGNC:15760","2q32.2"
"SCP2D1","Approved symbol","SCP2D1","SCP2 sterol binding domain containing 1","HGNC:16211","20p11.23"
"B3GALT1","Approved symbol","B3GALT1","beta-1,3-galactosyltransferase 1","HGNC:916","2q24.3"
"AL445989.1","Unmatched","","","",""
"TAS2R31","Approved symbol","TAS2R31","taste 2 receptor member 31","HGNC:19113","12p13.2"
"CD207","Approved symbol","CD207","CD207 molecule","HGNC:17935","2p13.3"
"CLEC17A","Approved symbol","CLEC17A","C-type lectin domain containing 17A","HGNC:34520","19p13.12"
"ZNF549","Approved symbol","ZNF549","zinc finger protein 549","HGNC:26632","19q13.43"
"LAT2","Approved symbol","LAT2","linker for activation of T cells family member 2","HGNC:12749","7q11.23"
"LINC00696","Approved symbol","LINC00696","long intergenic non-protein coding RNA 696","HGNC:34426","3p21.1"
"RP11-467N20.5","Unmatched","","","",""
"AC004899.1","Unmatched","","","",""
"LIPI","Approved symbol","LIPI","lipase I","HGNC:18821","21q11.2"
"SLITRK6","Approved symbol","SLITRK6","SLIT and NTRK like family member 6","HGNC:23503","13q31.1"
"H1FOO","Previous symbol","H1-8","H1.8 linker histone","HGNC:18463","3q22.1"
"HCAR3","Approved symbol","HCAR3","hydroxycarboxylic acid receptor 3","HGNC:16824","12q24.31"
"GNPDA2","Approved symbol","GNPDA2","glucosamine-6-phosphate deaminase 2","HGNC:21526","4p12"
"DNAJB13","Approved symbol","DNAJB13","DnaJ heat shock protein family (Hsp40) member B13","HGNC:30718","11q13.4"
"ERAP2","Approved symbol","ERAP2","endoplasmic reticulum aminopeptidase 2","HGNC:29499","5q15"
"RBM12B-AS1","Approved symbol","RBM12B-AS1","RBM12B antisense RNA 1","HGNC:28818","8q22.1"
"MEIG1","Approved symbol","MEIG1","meiosis/spermiogenesis associated 1","HGNC:23429","10p13"
"MGAT4C","Approved symbol","MGAT4C","MGAT4 family member C","HGNC:30871","12q21.31-q21.32"
"SLC25A31","Approved symbol","SLC25A31","solute carrier family 25 member 31","HGNC:25319","4q28.1"
"PRPH","Approved symbol","PRPH","peripherin","HGNC:9461","12q13.12"
"C14orf28","Approved symbol","C14orf28","chromosome 14 open reading frame 28","HGNC:19834","14q21.2"
"PABPC1L","Approved symbol","PABPC1L","poly(A) binding protein cytoplasmic 1 like","HGNC:15797","20q13.12"
"FAM228B","Approved symbol","FAM228B","family with sequence similarity 228 member B","HGNC:24736","2p23.3"
"ZNF568","Approved symbol","ZNF568","zinc finger protein 568","HGNC:25392","19q13.12"
"PAQR3","Approved symbol","PAQR3","progestin and adipoQ receptor family member 3","HGNC:30130","4q21.21"
"DNAAF1","Approved symbol","DNAAF1","dynein axonemal assembly factor 1","HGNC:30539","16q24.1"
"EPGN","Approved symbol","EPGN","epithelial mitogen","HGNC:17470","4q13.3"
"ZNF85","Approved symbol","ZNF85","zinc finger protein 85","HGNC:13160","19p12"
"TRIM58","Approved symbol","TRIM58","tripartite motif containing 58","HGNC:24150","1q44"
"TAS2R46","Approved symbol","TAS2R46","taste 2 receptor member 46","HGNC:18877","12p13.2"
"AC005477.1","Unmatched","","","",""
"LYZL6","Approved symbol","LYZL6","lysozyme like 6","HGNC:29614","17q12"
"SKA1","Approved symbol","SKA1","spindle and kinetochore associated complex subunit 1","HGNC:28109","18q21.1"
"SCGB3A2","Approved symbol","SCGB3A2","secretoglobin family 3A member 2","HGNC:18391","5q32"
"PCDHA11","Approved symbol","PCDHA11","protocadherin alpha 11","HGNC:8665","5q31.3"
"DNAH14","Approved symbol","DNAH14","dynein axonemal heavy chain 14","HGNC:2945","1q42.12"
"SLMO1","Previous symbol","PRELID3A","PRELI domain containing 3A","HGNC:24639","18p11.21"
"GP9","Approved symbol","GP9","glycoprotein IX platelet","HGNC:4444","3q21.3"
"DNAJC28","Approved symbol","DNAJC28","DnaJ heat shock protein family (Hsp40) member C28","HGNC:1297","21q22.11"
"NECAB2","Approved symbol","NECAB2","N-terminal EF-hand calcium binding protein 2","HGNC:23746","16q23.3"
"ANP32D","Approved symbol","ANP32D","acidic nuclear phosphoprotein 32 family member D","HGNC:16676","12q13.11"
"PCDHB1","Approved symbol","PCDHB1","protocadherin beta 1","HGNC:8680","5q31.3"
"REP15","Approved symbol","REP15","RAB15 effector protein","HGNC:33748","12p11.22"
"OTOL1","Approved symbol","OTOL1","otolin 1","HGNC:34071","3q26.1"
"FAM26D","Previous symbol","CALHM4","calcium homeostasis modulator family member 4","HGNC:21094","6q22.1"
"OSTN","Approved symbol","OSTN","osteocrin","HGNC:29961","3q28"
"IL17B","Approved symbol","IL17B","interleukin 17B","HGNC:5982","5q32"
"RECQL4","Approved symbol","RECQL4","RecQ like helicase 4","HGNC:9949","8q24.3"
"TTC6","Approved symbol","TTC6","tetratricopeptide repeat domain 6","HGNC:19739","14q21.1"
"SMIM2","Approved symbol","SMIM2","small integral membrane protein 2","HGNC:28776","13q14.11"
"GTF3C6","Approved symbol","GTF3C6","general transcription factor IIIC subunit 6","HGNC:20872","6q21"
"TULP2","Approved symbol","TULP2","TUB like protein 2","HGNC:12424","19q13.33"
"POTEI","Approved symbol","POTEI","POTE ankyrin domain family member I","HGNC:37093","2q21.1"
"C1QTNF8","Approved symbol","C1QTNF8","C1q and TNF related 8","HGNC:31374","16p13.3"
"TEDDM1","Approved symbol","TEDDM1","transmembrane epididymal protein 1","HGNC:30233","1q25.3"
"TLR10","Approved symbol","TLR10","toll like receptor 10","HGNC:15634","4p14"
"HAP1","Approved symbol","HAP1","huntingtin associated protein 1","HGNC:4812","17q21.2"
"NTS","Approved symbol","NTS","neurotensin","HGNC:8038","12q21.31"
"CARD6","Approved symbol","CARD6","caspase recruitment domain family member 6","HGNC:16394","5p13.1"
"GPR149","Approved symbol","GPR149","G protein-coupled receptor 149","HGNC:23627","3q25.2"
"PLA2G7","Approved symbol","PLA2G7","phospholipase A2 group VII","HGNC:9040","6p12.3"
"VPREB3","Approved symbol","VPREB3","V-set pre-B cell surrogate light chain 3","HGNC:12710","22q11.23"
"TEX9","Approved symbol","TEX9","testis expressed 9","HGNC:29585","15q21.3"
"RAB19","Approved symbol","RAB19","RAB19, member RAS oncogene family","HGNC:19982","7q34"
"LSMEM1","Approved symbol","LSMEM1","leucine rich single-pass membrane protein 1","HGNC:22036","7q31.1"
"RARRES1","Approved symbol","RARRES1","retinoic acid receptor responder 1","HGNC:9867","3q25.32"
"ZSWIM2","Approved symbol","ZSWIM2","zinc finger SWIM-type containing 2","HGNC:30990","2q32.1"
"TLR1","Approved symbol","TLR1","toll like receptor 1","HGNC:11847","4p14"
"BTC","Approved symbol","BTC","betacellulin","HGNC:1121","4q13.3"
"CFHR1","Approved symbol","CFHR1","complement factor H related 1","HGNC:4888","1q31.3"
"ALMS1","Approved symbol","ALMS1","ALMS1 centrosome and basal body associated protein","HGNC:428","2p13.1"
"EVI2B","Approved symbol","EVI2B","ecotropic viral integration site 2B","HGNC:3500","17q11.2"
"LY75-CD302","Approved symbol","LY75-CD302","LY75-CD302 readthrough","HGNC:38828","2q24.2"
"AL590867.1","Unmatched","","","",""
"C3orf22","Approved symbol","C3orf22","chromosome 3 open reading frame 22","HGNC:28534","3q21.3"
"AP000974.1","Unmatched","","","",""
"CLDN25","Approved symbol","CLDN25","claudin 25","HGNC:37218","11q23.2"
"TMEM244","Approved symbol","TMEM244","transmembrane protein 244","HGNC:21571","6q22.33"
"ALOX5AP","Approved symbol","ALOX5AP","arachidonate 5-lipoxygenase activating protein","HGNC:436","13q12.3"
"AC011500.1","Unmatched","","","",""
"ZNF286B","Approved symbol","ZNF286B","zinc finger protein 286B (pseudogene)","HGNC:33241","17p11.2"
"ZNF578","Approved symbol","ZNF578","zinc finger protein 578","HGNC:26449","19q13.41"
"MTRNR2L4","Approved symbol","MTRNR2L4","MT-RNR2 like 4 (pseudogene)","HGNC:37161","16p13.3"
"RASSF4","Approved symbol","RASSF4","Ras association domain family member 4","HGNC:20793","10q11.21"
"BX255923.1","Unmatched","","","",""
"LGSN","Approved symbol","LGSN","lengsin, lens protein with glutamine synthetase domain","HGNC:21016","6q12"
"CCL16","Approved symbol","CCL16","C-C motif chemokine ligand 16","HGNC:10614","17q12"
"AGAP7","Previous symbol","AGAP7P","ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene","HGNC:23465","10q11.22"
"FGFBP3","Approved symbol","FGFBP3","fibroblast growth factor binding protein 3","HGNC:23428","10q23.32"
"REG1A","Approved symbol","REG1A","regenerating family member 1 alpha","HGNC:9951","2p12"
"AP000350.4","Unmatched","","","",""
"IFNL3","Approved symbol","IFNL3","interferon lambda 3","HGNC:18365","19q13.2"
"HTR1E","Approved symbol","HTR1E","5-hydroxytryptamine receptor 1E","HGNC:5291","6q14.3"
"TECRL","Approved symbol","TECRL","trans-2,3-enoyl-CoA reductase like","HGNC:27365","4q13.1"
"C1orf87","Approved symbol","C1orf87","chromosome 1 open reading frame 87","HGNC:28547","1p32.1"
"TREML2","Approved symbol","TREML2","triggering receptor expressed on myeloid cells like 2","HGNC:21092","6p21.1"
"CFAP300","Approved symbol","CFAP300","cilia and flagella associated protein 300","HGNC:28188","11q22.1"
"LINGO2","Approved symbol","LINGO2","leucine rich repeat and Ig domain containing 2","HGNC:21207","9p21.2-p21.1"
"IFNE","Approved symbol","IFNE","interferon epsilon","HGNC:18163","9p21.3"
"CCDC179","Approved symbol","CCDC179","coiled-coil domain containing 179","HGNC:44653","11p14.3"
"C4orf6","Previous symbol","LINC01587","long intergenic non-protein coding RNA 1587","HGNC:13716","4p16.2"
"NRSN1","Approved symbol","NRSN1","neurensin 1","HGNC:17881","6p22.3"
"LY96","Approved symbol","LY96","lymphocyte antigen 96","HGNC:17156","8q21.11"
"SIDT1","Approved symbol","SIDT1","SID1 transmembrane family member 1","HGNC:25967","3q13.2"
"KRTAP4-1","Approved symbol","KRTAP4-1","keratin associated protein 4-1","HGNC:18907","17q21.2"
"VIT","Approved symbol","VIT","vitrin","HGNC:12697","2p22.2"
"RP11-386G21.2","Unmatched","","","",""
"RPTN","Approved symbol","RPTN","repetin","HGNC:26809","1q21.3"
"LYRM9","Approved symbol","LYRM9","LYR motif containing 9","HGNC:27314","17q11.2"
"ZNF699","Approved symbol","ZNF699","zinc finger protein 699","HGNC:24750","19p13.2"
"ZNF682","Approved symbol","ZNF682","zinc finger protein 682","HGNC:28857","19p12"
"ZNF347","Approved symbol","ZNF347","zinc finger protein 347","HGNC:16447","19q13.42"
"SERPINB3","Approved symbol","SERPINB3","serpin family B member 3","HGNC:10569","18q21.33"
"OR8S1","Approved symbol","OR8S1","olfactory receptor family 8 subfamily S member 1","HGNC:19628","12q13.11"
"OMP","Approved symbol","OMP","olfactory marker protein","HGNC:8136","11q13.5"
"LRIG2","Approved symbol","LRIG2","leucine rich repeats and immunoglobulin like domains 2","HGNC:20889","1p13.2"
"SLC24A5","Approved symbol","SLC24A5","solute carrier family 24 member 5","HGNC:20611","15q21.1"
"KIAA0825","Approved symbol","KIAA0825","KIAA0825","HGNC:28532","5q15"
"RGPD4","Approved symbol","RGPD4","RANBP2 like and GRIP domain containing 4","HGNC:32417","2q12.3"
"STPG2","Approved symbol","STPG2","sperm tail PG-rich repeat containing 2","HGNC:28712","4q22.3-q23"
"SLC35F4","Approved symbol","SLC35F4","solute carrier family 35 member F4","HGNC:19845","14q22.3-q23.1"
"SLC7A7","Approved symbol","SLC7A7","solute carrier family 7 member 7","HGNC:11065","14q11.2"
"ZNF432","Approved symbol","ZNF432","zinc finger protein 432","HGNC:20810","19q13.41"
"TMPRSS11A","Approved symbol","TMPRSS11A","transmembrane serine protease 11A","HGNC:27954","4q13.2"
"RP11-514P8.7","Unmatched","","","",""
"TMEM232","Approved symbol","TMEM232","transmembrane protein 232","HGNC:37270","5q22.1"
"C12orf36","Previous symbol","LINC01559","long intergenic non-protein coding RNA 1559","HGNC:26598","12p13.1"
"MC1R","Approved symbol","MC1R","melanocortin 1 receptor","HGNC:6929","16q24.3"
"USP17L2","Approved symbol","USP17L2","ubiquitin specific peptidase 17 like family member 2","HGNC:34434","8p23.1"
"FAM71F1","Previous symbol","GARIN1B","golgi associated RAB2 interactor 1B","HGNC:30704","7q32.1"
"ZNF69","Approved symbol","ZNF69","zinc finger protein 69","HGNC:13138","19p13.2"
"AC104057.1","Unmatched","","","",""
"KRT82","Approved symbol","KRT82","keratin 82","HGNC:6459","12q13.13"
"AHNAK2","Approved symbol","AHNAK2","AHNAK nucleoprotein 2","HGNC:20125","14q32.33"
"BANK1","Approved symbol","BANK1","B cell scaffold protein with ankyrin repeats 1","HGNC:18233","4q24"
"CXCL3","Approved symbol","CXCL3","C-X-C motif chemokine ligand 3","HGNC:4604","4q13.3"
"C9orf170","Previous symbol","LINC02872","long intergenic non-protein coding RNA 2872","HGNC:33817","9q21.33"
"PRAMEF13","Approved symbol","PRAMEF13","PRAME family member 13","HGNC:13262","1p36.21"
"SNTN","Approved symbol","SNTN","sentan, cilia apical structure protein","HGNC:33706","3p14.2"
"GPR89A","Approved symbol","GPR89A","G protein-coupled receptor 89A","HGNC:31984","1q21.1"
"CCDC90B","Approved symbol","CCDC90B","coiled-coil domain containing 90B","HGNC:28108","11q14.1"
"CST4","Approved symbol","CST4","cystatin S","HGNC:2476","20p11.21"
"CLDN16","Approved symbol","CLDN16","claudin 16","HGNC:2037","3q28"
"C8orf34","Approved symbol","C8orf34","chromosome 8 open reading frame 34","HGNC:30905","8q13.2"
"ZNF540","Approved symbol","ZNF540","zinc finger protein 540","HGNC:25331","19q13.13"
"LILRA3","Approved symbol","LILRA3","leukocyte immunoglobulin like receptor A3","HGNC:6604","19q13.4 alternate reference locus"
"MS4A5","Approved symbol","MS4A5","membrane spanning 4-domains A5","HGNC:13374","11q12.2"
"NARS2","Approved symbol","NARS2","asparaginyl-tRNA synthetase 2, mitochondrial","HGNC:26274","11q14.1"
